cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
3154705,Ribeirão Vermelho,0  ,SE,MG,M,2020,4033,18244087000108
3154804,Rio Acima,0  ,SE,MG,M,2020,10312,18312108000185
3154903,Rio Casca,0  ,SE,MG,M,2020,13564,18836957000138
3155009,Rio Doce,0  ,SE,MG,M,2020,2610,18316265000169
3155108,Rio do Prado,0  ,SE,MG,M,2020,5150,18349936000198
3155207,Rio Espera,0  ,SE,MG,M,2020,5474,24179665000172
3155306,Rio Manso,0  ,SE,MG,M,2020,5832,18363978000183
3155405,Rio Novo,0  ,SE,MG,M,2020,8949,18338244000144
3155504,Rio Paranaíba,0  ,SE,MG,M,2020,12313,18602045000100
3155603,Rio Pardo de Minas,0  ,SE,MG,M,2020,30914,24212862000146
3155702,Rio Piracicaba,0  ,SE,MG,M,2020,14339,18400945000166
3155801,Rio Pomba,0  ,SE,MG,M,2020,17910,17744434000107
3155900,Rio Preto,0  ,SE,MG,M,2020,5476,18338251000146
3156007,Rio Vermelho,0  ,SE,MG,M,2020,12846,18303255000199
3156106,Ritápolis,0  ,SE,MG,M,2020,4604,18557553000105
3156205,Rochedo de Minas,0  ,SE,MG,M,2020,2305,18558080000160
3156304,Rodeiro,0  ,SE,MG,M,2020,8109,18128256000144
3156403,Romaria,0  ,SE,MG,M,2020,3533,18160044000144
3156452,Rosário da Limeira,0  ,SE,MG,M,2020,4594,01616837000122
3156502,Rubelita,0  ,SE,MG,M,2020,5995,24363590000185
3156601,Rubim,0  ,SE,MG,M,2020,10241,18349944000134
3156700,Sabará,0  ,SE,MG,M,2020,136344,18715441000135
3156809,Sabinópolis,0  ,SE,MG,M,2020,15470,18307454000175
3156908,Sacramento,0  ,SE,MG,M,2020,26185,18140764000148
3157005,Salinas,0  ,SE,MG,M,2020,41527,24359333000170
3157104,Salto da Divisa,0  ,SE,MG,M,2020,7009,18347401000188
3157203,Santa Bárbara,0  ,SE,MG,M,2020,31324,19391945000100
3157252,Santa Bárbara do Leste,0  ,SE,MG,M,2020,8147,66229634000129
3157278,Santa Bárbara do Monte Verde,0  ,SE,MG,M,2020,3150,01611138000190
3157302,Santa Bárbara do Tugúrio,0  ,SE,MG,M,2020,4430,18094854000140
3157336,Santa Cruz de Minas,0  ,SE,MG,M,2020,8604,01615371000140
3157377,Santa Cruz de Salinas,0  ,SE,MG,M,2020,4142,01612497000161
3157401,Santa Cruz do Escalvado,0  ,SE,MG,M,2020,4758,18316273000105
3157500,Santa Efigênia de Minas,0  ,SE,MG,M,2020,4409,18307462000111
3157609,Santa Fé de Minas,0  ,SE,MG,M,2020,3846,18279075000119
3157658,Santa Helena de Minas,0  ,SE,MG,M,2020,6366,01613395000160
3157708,Santa Juliana,0  ,SE,MG,M,2020,14003,18140780000130
3157807,Santa Luzia,0  ,SE,MG,M,2020,219134,18715409000150
3157906,Santa Margarida,0  ,SE,MG,M,2020,16208,18385112000173
3158003,Santa Maria de Itabira,0  ,SE,MG,M,2020,10847,18299453000126
3158102,Santa Maria do Salto,0  ,SE,MG,M,2020,5232,18347419000180
3202504,Ibiraçu,0  ,SE,ES,M,2020,12479,27165208000117
3202553,Ibitirama,0  ,SE,ES,M,2020,8889,31726490000131
3202603,Iconha,0  ,SE,ES,M,2020,13860,27165646000185
3202652,Irupi,0  ,SE,ES,M,2020,13377,36403954000192
3202702,Itaguaçu,0  ,SE,ES,M,2020,14066,27167451000174
3202801,Itapemirim,0  ,SE,ES,M,2020,34348,27174168000170
3202900,Itarana,0  ,SE,ES,M,2020,10555,27104363000123
3203007,Iúna,0  ,SE,ES,M,2020,29161,27167394000123
3203056,Jaguaré,0  ,SE,ES,M,2020,30477,27744184000150
3203106,Jerônimo Monteiro,0  ,SE,ES,M,2020,12192,27165653000187
3203130,João Neiva,0  ,SE,ES,M,2020,16668,31776479000186
3203163,Laranja da Terra,0  ,SE,ES,M,2020,10947,31796097000114
3203205,Linhares,0  ,SE,ES,M,2020,173555,27167410000188
3203304,Mantenópolis,0  ,SE,ES,M,2020,15350,27167345000190
3203320,Marataízes,0  ,SE,ES,M,2020,38499,01609408000128
3203346,Marechal Floriano,0  ,SE,ES,M,2020,16694,39385927000122
3203353,Marilândia,0  ,SE,ES,M,2020,12833,27744176000104
3203403,Mimoso do Sul,0  ,SE,ES,M,2020,26153,27174119000137
3203502,Montanha,0  ,SE,ES,M,2020,18833,27174051000196
3203601,Mucurici,0  ,SE,ES,M,2020,5524,27174069000198
3203700,Muniz Freire,0  ,SE,ES,M,2020,17465,27165687000171
3203809,Muqui,0  ,SE,ES,M,2020,15449,27082403000183
3203908,Nova Venécia,0  ,SE,ES,M,2020,50110,27167428000180
3204005,Pancas,0  ,SE,ES,M,2020,23184,27174150000178
3204054,Pedro Canário,0  ,SE,ES,M,2020,26184,28539872000141
3204104,Pinheiros,0  ,SE,ES,M,2020,27047,27174085000180
3204203,Piúma,0  ,SE,ES,M,2020,21711,27165695000118
3204252,Ponto Belo,0  ,SE,ES,M,2020,7863,01614334000118
3204302,Presidente Kennedy,0  ,SE,ES,M,2020,11574,27165703000126
3204351,Rio Bananal,0  ,SE,ES,M,2020,19141,27744143000164
3204401,Rio Novo do Sul,0  ,SE,ES,M,2020,11622,27165711000172
3204500,Santa Leopoldina,0  ,SE,ES,M,2020,12224,27165521000155
3204559,Santa Maria de Jetibá,0  ,SE,ES,M,2020,40431,36388445000138
3204609,Santa Teresa,0  ,SE,ES,M,2020,23590,27167444000172
3204658,São Domingos do Norte,0  ,SE,ES,M,2020,8638,36350312000172
3204708,São Gabriel da Palha,0  ,SE,ES,M,2020,37947,27174143000176
3204807,São José do Calçado,0  ,SE,ES,M,2020,10556,27167402000131
3204906,São Mateus,0  ,SE,ES,M,2020,130611,27167477000112
3204955,São Roque do Canaã,0  ,SE,ES,M,2020,12415,01612865000171
3205002,Serra,0  ,SE,ES,M,2020,517510,27174093000127
3205010,Sooretama,0  ,SE,ES,M,2020,30070,01612155000141
3205036,Vargem Alta,0  ,SE,ES,M,2020,21402,31723570000133
3205069,Venda Nova do Imigrante,0  ,SE,ES,M,2020,25277,31723497000108
3205101,Viana,0  ,SE,ES,M,2020,78239,27165547000101
3205150,Vila Pavão,0  ,SE,ES,M,2020,9208,36350346000167
3205176,Vila Valério,0  ,SE,ES,M,2020,14080,01619232000195
3205200,Vila Velha,0  ,SE,ES,M,2020,493838,27165554000103
3205309,Vitória,1  ,SE,ES,M,2020,362097,27142058000126
3300100,Angra dos Reis,0  ,SE,RJ,M,2020,203785,29172467000109
3300159,Aperibé,0  ,SE,RJ,M,2020,11759,36288900000123
3300209,Araruama,0  ,SE,RJ,M,2020,132400,28531762000133
3300225,Areal,0  ,SE,RJ,M,2020,12572,39554605000160
3300233,Armação dos Búzios,0  ,SE,RJ,M,2020,33870,01616171000102
3300258,Arraial do Cabo,0  ,SE,RJ,M,2020,30349,27792373000107
3300308,Barra do Piraí,0  ,SE,RJ,M,2020,100374,28576080000147
3300407,Barra Mansa,0  ,SE,RJ,M,2020,184412,28695658000184
3300456,Belford Roxo,0  ,SE,RJ,M,2020,510906,39485438000142
3300506,Bom Jardim,0  ,SE,RJ,M,2020,27446,28561041000176
3300605,Bom Jesus do Itabapoana,0  ,SE,RJ,M,2020,37096,28812972000108
3300704,Cabo Frio,0  ,SE,RJ,M,2020,226525,28549483000105
3300803,Cachoeiras de Macacu,0  ,SE,RJ,M,2020,58937,29128766000138
3300902,Cambuci,0  ,SE,RJ,M,2020,15505,29111085000167
3300936,Carapebus,0  ,SE,RJ,M,2020,16301,01609497000102
3300951,Comendador Levy Gasparian,0  ,SE,RJ,M,2020,8561,39554597000151
3301009,Campos dos Goytacazes,0  ,SE,RJ,M,2020,507548,29116894000161
3301108,Cantagalo,0  ,SE,RJ,M,2020,20172,28645794000160
3301157,Cardoso Moreira,0  ,SE,RJ,M,2020,12823,39228739000190
3301207,Carmo,0  ,SE,RJ,M,2020,18895,29128741000134
3301306,Casimiro de Abreu,0  ,SE,RJ,M,2020,44184,29115458000178
3301405,Conceição de Macabu,0  ,SE,RJ,M,2020,23228,29115466000114
3301504,Cordeiro,0  ,SE,RJ,M,2020,21926,28614865000167
3301603,Duas Barras,0  ,SE,RJ,M,2020,11492,28564177000130
3301702,Duque de Caxias,0  ,SE,RJ,M,2020,919596,29138328000150
3301801,Engenheiro Paulo de Frontin,0  ,SE,RJ,M,2020,14002,29079480000100
3301850,Guapimirim,0  ,SE,RJ,M,2020,60517,39547500000183
3301876,Iguaba Grande,0  ,SE,RJ,M,2020,28310,01615882000162
3301900,Itaboraí,0  ,SE,RJ,M,2020,240592,28741080000155
3302007,Itaguaí,0  ,SE,RJ,M,2020,133019,29138302000102
3302056,Italva,0  ,SE,RJ,M,2020,15207,30417158000122
3302106,Itaocara,0  ,SE,RJ,M,2020,23234,28615557000156
3302205,Itaperuna,0  ,SE,RJ,M,2020,103224,28916716000152
3302254,Itatiaia,0  ,SE,RJ,M,2020,31805,31846892000170
3302270,Japeri,0  ,SE,RJ,M,2020,104768,39485396000140
3302304,Laje do Muriaé,0  ,SE,RJ,M,2020,7355,28919637000103
3302403,Macaé,0  ,SE,RJ,M,2020,256672,29115474000160
3302452,Macuco,0  ,SE,RJ,M,2020,5599,01617237000189
3302502,Magé,0  ,SE,RJ,M,2020,245071,29138351000145
3302601,Mangaratiba,0  ,SE,RJ,M,2020,44468,29138310000159
3302700,Maricá,0  ,SE,RJ,M,2020,161207,29131075000193
3302809,Mendes,0  ,SE,RJ,M,2020,18614,28580694000100
3302858,Mesquita,0  ,SE,RJ,M,2020,176103,04132090000125
3302908,Miguel Pereira,0  ,SE,RJ,M,2020,25538,32415283000129
3303005,Miracema,0  ,SE,RJ,M,2020,27174,29114121000146
3303104,Natividade,0  ,SE,RJ,M,2020,15317,28920304000196
3303203,Nilópolis,0  ,SE,RJ,M,2020,162485,29138286000158
3303302,Niterói,0  ,SE,RJ,M,2020,513584,28521748000159
3303401,Nova Friburgo,0  ,SE,RJ,M,2020,190631,28606630000123
3303500,Nova Iguaçu,0  ,SE,RJ,M,2020,821128,29138278000101
3303609,Paracambi,0  ,SE,RJ,M,2020,52257,29138294000102
3303708,Paraíba do Sul,0  ,SE,RJ,M,2020,44285,29138385000130
3303807,Paraty,0  ,SE,RJ,M,2020,43165,29172475000147
3303856,Paty do Alferes,0  ,SE,RJ,M,2020,27769,31844889000117
3303906,Petrópolis,0  ,SE,RJ,M,2020,306191,29138344000143
3303955,Pinheiral,0  ,SE,RJ,M,2020,25156,01612981000190
3304003,Piraí,0  ,SE,RJ,M,2020,29277,29141322000132
3304102,Porciúncula,0  ,SE,RJ,M,2020,18847,28920999000106
3304110,Porto Real,0  ,SE,RJ,M,2020,19683,01612355000102
3304128,Quatis,0  ,SE,RJ,M,2020,14302,39560008000148
3304144,Queimados,0  ,SE,RJ,M,2020,150319,39485412000102
3304151,Quissamã,0  ,SE,RJ,M,2020,24700,31505027000160
3304201,Resende,0  ,SE,RJ,M,2020,131341,29178233000160
3304300,Rio Bonito,0  ,SE,RJ,M,2020,60201,28741072000109
3304409,Rio Claro,0  ,SE,RJ,M,2020,18529,29051216000168
3304508,Rio das Flores,0  ,SE,RJ,M,2020,9284,29179454000153
3304524,Rio das Ostras,0  ,SE,RJ,M,2020,150674,39223581000166
3304557,Rio de Janeiro,1  ,SE,RJ,M,2020,6718903,42498733000148
3304607,Santa Maria Madalena,0  ,SE,RJ,M,2020,10404,28645760000175
3304706,Santo Antônio de Pádua,0  ,SE,RJ,M,2020,42479,29114139000148
3304755,São Francisco de Itabapoana,0  ,SE,RJ,M,2020,42205,01623783000122
3304805,São Fidélis,0  ,SE,RJ,M,2020,38669,29111093000103
3304904,São Gonçalo,0  ,SE,RJ,M,2020,1084839,28636579000100
3305000,São João da Barra,0  ,SE,RJ,M,2020,36102,29116902000170
3305109,São João de Meriti,0  ,SE,RJ,M,2020,472406,29138336000105
3305133,São José de Ubá,0  ,SE,RJ,M,2020,7171,01614414000173
3305158,São José do Vale do Rio Preto,0  ,SE,RJ,M,2020,21795,32001836000105
3305208,São Pedro da Aldeia,0  ,SE,RJ,M,2020,104476,28909604000174
3305307,São Sebastião do Alto,0  ,SE,RJ,M,2020,9357,28645786000113
3305406,Sapucaia,0  ,SE,RJ,M,2020,18228,29138393000186
3305505,Saquarema,0  ,SE,RJ,M,2020,89170,32147670000121
3305554,Seropédica,0  ,SE,RJ,M,2020,82312,01604139000107
3305604,Silva Jardim,0  ,SE,RJ,M,2020,21774,28741098000157
3305703,Sumidouro,0  ,SE,RJ,M,2020,15623,32165706000108
3305752,Tanguá,0  ,SE,RJ,M,2020,34309,01612089000100
3305802,Teresópolis,0  ,SE,RJ,M,2020,182594,29138369000147
3305901,Trajano de Moraes,0  ,SE,RJ,M,2020,10626,29115441000110
3306008,Três Rios,0  ,SE,RJ,M,2020,81804,29138377000193
3306107,Valença,0  ,SE,RJ,M,2020,76523,29076130000190
3306156,Varre-Sai,0  ,SE,RJ,M,2020,11000,39217831000155
3306206,Vassouras,0  ,SE,RJ,M,2020,36896,32412819000152
3306305,Volta Redonda,0  ,SE,RJ,M,2020,273012,32512501000143
3500105,Adamantina,0  ,SE,SP,M,2020,35068,43008291000177
3500204,Adolfo,0  ,SE,SP,M,2020,3562,45140431000191
3500303,Aguaí,0  ,SE,SP,M,2020,36305,46425229000179
3500402,Águas da Prata,0  ,SE,SP,M,2020,8180,44831733000143
3500501,Águas de Lindóia,0  ,SE,SP,M,2020,18705,46439683000189
3500550,Águas de Santa Bárbara,0  ,SE,SP,M,2020,6075,46634226000145
3500600,Águas de São Pedro,0  ,SE,SP,M,2020,3451,45739174000109
3500709,Agudos,0  ,SE,SP,M,2020,37214,46137444000174
3500758,Alambari,0  ,SE,SP,M,2020,6025,67360420000150
3500808,Alfredo Marcondes,0  ,SE,SP,M,2020,4166,43162791000169
3500907,Altair,0  ,SE,SP,M,2020,4160,45152782000112
3501004,Altinópolis,0  ,SE,SP,M,2020,16184,45298569000113
3501103,Alto Alegre,0  ,SE,SP,M,2020,4099,44440121000120
3501152,Alumínio,0  ,SE,SP,M,2020,18628,58987629000157
3501202,Álvares Florence,0  ,SE,SP,M,2020,3679,46599817000129
3501301,Álvares Machado,0  ,SE,SP,M,2020,24915,43206424000110
3501400,Álvaro de Carvalho,0  ,SE,SP,M,2020,5227,44518488000119
3501509,Alvinlândia,0  ,SE,SP,M,2020,3222,44518405000191
3501608,Americana,0  ,SE,SP,M,2020,239597,45781176000166
3501707,Américo Brasiliense,0  ,SE,SP,M,2020,40504,43976166000150
3501806,Américo de Campos,0  ,SE,SP,M,2020,5969,45160173000105
3501905,Amparo,0  ,SE,SP,M,2020,72195,43465459000173
3502002,Analândia,0  ,SE,SP,M,2020,4995,44659076000107
3502101,Andradina,0  ,SE,SP,M,2020,57157,44428506000171
3502200,Angatuba,0  ,SE,SP,M,2020,25228,46634234000191
3502309,Anhembi,0  ,SE,SP,M,2020,6724,46634135000100
3502408,Anhumas,0  ,SE,SP,M,2020,4115,44853331000140
3502507,Aparecida,0  ,SE,SP,M,2020,36157,46680518000114
3502606,Aparecida d'Oeste,0  ,SE,SP,M,2020,4196,46605051000148
3502705,Apiaí,0  ,SE,SP,M,2020,24374,46634242000138
3502754,Araçariguama,0  ,SE,SP,M,2020,22364,58993577000121
3502804,Araçatuba,0  ,SE,SP,M,2020,197016,45511847000179
3502903,Araçoiaba da Serra,0  ,SE,SP,M,2020,34146,46634069000178
3503000,Aramina,0  ,SE,SP,M,2020,5620,45323474000102
3503109,Arandu,0  ,SE,SP,M,2020,6357,46634176000104
3503158,Arapeí,0  ,SE,SP,M,2020,2469,65058984000107
3503208,Araraquara,0  ,SE,SP,M,2020,236072,45276128000110
3503307,Araras,0  ,SE,SP,M,2020,134236,44215846000114
3503356,Arco-Íris,0  ,SE,SP,M,2020,1791,01612853000147
3503406,Arealva,0  ,SE,SP,M,2020,8560,46137428000181
3503505,Areias,0  ,SE,SP,M,2020,3886,45195963000126
3503604,Areiópolis,0  ,SE,SP,M,2020,11129,46634515000144
3503703,Ariranha,0  ,SE,SP,M,2020,9668,45117116000143
3503802,Artur Nogueira,0  ,SE,SP,M,2020,54408,45735552000186
3503901,Arujá,0  ,SE,SP,M,2020,89824,56901275000150
3503950,Aspásia,0  ,SE,SP,M,2020,1822,65712002000159
3504008,Assis,0  ,SE,SP,M,2020,104386,46179941000135
3504107,Atibaia,0  ,SE,SP,M,2020,142761,45279635000108
3504206,Auriflama,0  ,SE,SP,M,2020,15189,45660594000103
3504305,Avaí,0  ,SE,SP,M,2020,5403,46137436000128
3504404,Avanhandava,0  ,SE,SP,M,2020,13649,45665890000199
3504503,Avaré,0  ,SE,SP,M,2020,90655,46634168000150
3504602,Bady Bassitt,0  ,SE,SP,M,2020,17502,45093267000109
3504701,Balbinos,0  ,SE,SP,M,2020,5735,44553790000108
3504800,Bálsamo,0  ,SE,SP,M,2020,9068,45142353000164
3504909,Bananal,0  ,SE,SP,M,2020,10945,45196698000109
3505005,Barão de Antonina,0  ,SE,SP,M,2020,3469,46634424000109
3505104,Barbosa,0  ,SE,SP,M,2020,7402,46162178000130
3505203,Bariri,0  ,SE,SP,M,2020,35264,46181376000140
3505302,Barra Bonita,0  ,SE,SP,M,2020,36126,46172888000140
3505351,Barra do Chapéu,0  ,SE,SP,M,2020,5724,67360396000159
3505401,Barra do Turvo,0  ,SE,SP,M,2020,7659,46634317000180
3505500,Barretos,0  ,SE,SP,M,2020,122098,44780609000104
3505609,Barrinha,0  ,SE,SP,M,2020,32812,45370087000127
3505708,Barueri,0  ,SE,SP,M,2020,274182,46523015000135
3505807,Bastos,0  ,SE,SP,M,2020,20953,45547403000193
3505906,Batatais,0  ,SE,SP,M,2020,62508,45299104000187
3506003,Bauru,0  ,SE,SP,M,2020,376818,46137410000180
3506102,Bebedouro,0  ,SE,SP,M,2020,77496,45709920000111
3506201,Bento de Abreu,0  ,SE,SP,M,2020,2980,44447944000187
3506300,Bernardino de Campos,0  ,SE,SP,M,2020,11148,44563591000180
3506359,Bertioga,0  ,SE,SP,M,2020,63249,68020916000147
3506409,Bilac,0  ,SE,SP,M,2020,8034,44430783000119
3506508,Birigui,0  ,SE,SP,M,2020,123638,46151718000180
3506607,Biritiba-Mirim,0  ,SE,SP,M,2020,32598,46523288000180
3506706,Boa Esperança do Sul,0  ,SE,SP,M,2020,14923,46717104000112
3506805,Bocaina,0  ,SE,SP,M,2020,12329,44498988000136
3506904,Bofete,0  ,SE,SP,M,2020,11730,46634143000156
3507001,Boituva,0  ,SE,SP,M,2020,60997,46634499000190
3507100,Bom Jesus dos Perdões,0  ,SE,SP,M,2020,25448,52359692000162
3507159,Bom Sucesso de Itararé,0  ,SE,SP,M,2020,3954,60123064000101
3507209,Borá,0  ,SE,SP,M,2020,837,44544906000142
3507308,Boracéia,0  ,SE,SP,M,2020,4823,46189734000161
3507407,Borborema,0  ,SE,SP,M,2020,16046,46737219000179
3537107,Pedreira,0  ,SE,SP,M,2020,47919,46410775000136
3537156,Pedrinhas Paulista,0  ,SE,SP,M,2020,3093,64614381000181
3537206,Pedro de Toledo,0  ,SE,SP,M,2020,11331,46578530000112
3537305,Penápolis,0  ,SE,SP,M,2020,63407,49576416000141
3537404,Pereira Barreto,0  ,SE,SP,M,2020,25669,44446904000110
3537503,Pereiras,0  ,SE,SP,M,2020,8668,46634622000172
3537602,Peruíbe,0  ,SE,SP,M,2020,68284,46578514000120
3537701,Piacatu,0  ,SE,SP,M,2020,5980,44431245000149
3537800,Piedade,0  ,SE,SP,M,2020,55348,46634457000159
3537909,Pilar do Sul,0  ,SE,SP,M,2020,29185,46634473000141
3538006,Pindamonhangaba,0  ,SE,SP,M,2020,168328,45226214000119
3538105,Pindorama,0  ,SE,SP,M,2020,17049,45122942000180
3538204,Pinhalzinho,0  ,SE,SP,M,2020,15207,45623600000144
3538303,Piquerobi,0  ,SE,SP,M,2020,3692,54279674000104
3538501,Piquete,0  ,SE,SP,M,2020,13657,47563325000146
3538600,Piracaia,0  ,SE,SP,M,2020,27303,45279627000161
3538709,Piracicaba,0  ,SE,SP,M,2020,404142,46341038000129
3538808,Piraju,0  ,SE,SP,M,2020,29806,46223699000150
3538907,Pirajuí,0  ,SE,SP,M,2020,25492,44555027000116
3539004,Pirangi,0  ,SE,SP,M,2020,11417,45343969000101
3539103,Pirapora do Bom Jesus,0  ,SE,SP,M,2020,18895,46523007000199
3539202,Pirapozinho,0  ,SE,SP,M,2020,27527,54801121000161
3539301,Pirassununga,0  ,SE,SP,M,2020,76409,45731650000145
3539400,Piratininga,0  ,SE,SP,M,2020,13636,46137451000176
3539509,Pitangueiras,0  ,SE,SP,M,2020,39719,45370707000128
3539608,Planalto,0  ,SE,SP,M,2020,5237,46935763000125
3539707,Platina,0  ,SE,SP,M,2020,3550,44543999000190
3539806,Poá,0  ,SE,SP,M,2020,117452,55021455000185
3539905,Poloni,0  ,SE,SP,M,2020,6059,46608063000126
3540002,Pompéia,0  ,SE,SP,M,2020,22014,44483444000109
3540101,Pongaí,0  ,SE,SP,M,2020,3416,46227849000101
3540200,Pontal,0  ,SE,SP,M,2020,49961,45352267000186
3540259,Pontalinda,0  ,SE,SP,M,2020,4628,65712077000130
3540309,Pontes Gestal,0  ,SE,SP,M,2020,2577,45162328000142
3540408,Populina,0  ,SE,SP,M,2020,4169,51842177000176
3540507,Porangaba,0  ,SE,SP,M,2020,9925,46634580000170
3540606,Porto Feliz,0  ,SE,SP,M,2020,53098,46634481000198
3540705,Porto Ferreira,0  ,SE,SP,M,2020,56150,45339363000194
3540754,Potim,0  ,SE,SP,M,2020,24643,65042855000120
3540804,Potirendaba,0  ,SE,SP,M,2020,17361,45094901000128
3540853,Pracinha,0  ,SE,SP,M,2020,4093,67662007000140
3540903,Pradópolis,0  ,SE,SP,M,2020,21496,48664296000171
3541000,Praia Grande,0  ,SE,SP,M,2020,325073,46177531000155
3541059,Pratânia,0  ,SE,SP,M,2020,5261,01576782000174
3541109,Presidente Alves,0  ,SE,SP,M,2020,4094,44555688000141
3541208,Presidente Bernardes,0  ,SE,SP,M,2020,13106,55251185000107
3541307,Presidente Epitácio,0  ,SE,SP,M,2020,44200,55293427000117
3541406,Presidente Prudente,0  ,SE,SP,M,2020,228743,55356653000108
3541505,Presidente Venceslau,0  ,SE,SP,M,2020,39516,46476131000140
3541604,Promissão,0  ,SE,SP,M,2020,40432,44558856000152
3541653,Quadra,0  ,SE,SP,M,2020,3804,01612145000106
3541703,Quatá,0  ,SE,SP,M,2020,14109,44547313000130
3541802,Queiroz,0  ,SE,SP,M,2020,3406,44568749000105
3541901,Queluz,0  ,SE,SP,M,2020,13420,46670931000106
3542008,Quintana,0  ,SE,SP,M,2020,6638,44569051000104
3542107,Rafard,0  ,SE,SP,M,2020,9076,44723757000189
3542206,Rancharia,0  ,SE,SP,M,2020,29707,44935278000126
3542305,Redenção da Serra,0  ,SE,SP,M,2020,3851,45167517000108
3542404,Regente Feijó,0  ,SE,SP,M,2020,20261,48813638000178
3542503,Reginópolis,0  ,SE,SP,M,2020,9621,44556033000198
3542602,Registro,0  ,SE,SP,M,2020,56322,45685872000179
3542701,Restinga,0  ,SE,SP,M,2020,7593,45318581000142
3542800,Ribeira,0  ,SE,SP,M,2020,3340,46634325000127
3542909,Ribeirão Bonito,0  ,SE,SP,M,2020,13219,45355914000103
3543006,Ribeirão Branco,0  ,SE,SP,M,2020,16444,46634366000113
3543105,Ribeirão Corrente,0  ,SE,SP,M,2020,4718,45318789000161
3543204,Ribeirão do Sul,0  ,SE,SP,M,2020,4541,46211702000115
3543238,Ribeirão dos Índios,0  ,SE,SP,M,2020,2225,01552221000135
3543253,Ribeirão Grande,0  ,SE,SP,M,2020,7673,67360446000106
3543303,Ribeirão Pires,0  ,SE,SP,M,2020,123393,46522967000134
3543402,Ribeirão Preto,0  ,SE,SP,M,2020,703293,56024581000156
3543501,Riversul,0  ,SE,SP,M,2020,5524,46634416000162
3543600,Rifaina,0  ,SE,SP,M,2020,3629,45318995000171
3543709,Rincão,0  ,SE,SP,M,2020,10799,56338247000177
3543808,Rinópolis,0  ,SE,SP,M,2020,9981,46478053000113
3543907,Rio Claro,0  ,SE,SP,M,2020,206424,45774064000188
3544004,Rio das Pedras,0  ,SE,SP,M,2020,35228,44826840000183
3544103,Rio Grande da Serra,0  ,SE,SP,M,2020,50846,46522975000180
3544202,Riolândia,0  ,SE,SP,M,2020,12518,45162864000148
3544251,Rosana,0  ,SE,SP,M,2020,16643,67662452000100
3544301,Roseira,0  ,SE,SP,M,2020,10712,45212008000150
3544400,Rubiácea,0  ,SE,SP,M,2020,3128,44437549000113
3544509,Rubinéia,0  ,SE,SP,M,2020,3148,45135043000112
3544608,Sabino,0  ,SE,SP,M,2020,5590,44534089000141
3544707,Sagres,0  ,SE,SP,M,2020,2432,53310793000101
3544806,Sales,0  ,SE,SP,M,2020,6331,46613196000190
3544905,Sales Oliveira,0  ,SE,SP,M,2020,11890,46756029000107
3545001,Salesópolis,0  ,SE,SP,M,2020,17139,46523296000126
3545100,Salmourão,0  ,SE,SP,M,2020,5300,46477618000148
3545159,Saltinho,0  ,SE,SP,M,2020,8286,66831959000187
3545209,Salto,0  ,SE,SP,M,2020,118663,46634507000106
3545308,Salto de Pirapora,0  ,SE,SP,M,2020,45422,46634093000107
3545407,Salto Grande,0  ,SE,SP,M,2020,9331,46211686000160
3545506,Sandovalina,0  ,SE,SP,M,2020,4302,44872778000166
3545605,Santa Adélia,0  ,SE,SP,M,2020,15480,46599270000161
3545704,Santa Albertina,0  ,SE,SP,M,2020,6008,45135530000185
3545803,Santa Bárbara d'Oeste,0  ,SE,SP,M,2020,193475,46422408000152
3546009,Santa Branca,0  ,SE,SP,M,2020,14788,46694121000181
3546108,Santa Clara d'Oeste,0  ,SE,SP,M,2020,2115,45135944000104
3546207,Santa Cruz da Conceição,0  ,SE,SP,M,2020,4503,44751725000197
3546256,Santa Cruz da Esperança,0  ,SE,SP,M,2020,2139,01611007000102
3546306,Santa Cruz das Palmeiras,0  ,SE,SP,M,2020,34361,46371654000122
3546405,Santa Cruz do Rio Pardo,0  ,SE,SP,M,2020,47673,46231890000143
3546504,Santa Ernestina,0  ,SE,SP,M,2020,5599,45374469000129
3546603,Santa Fé do Sul,0  ,SE,SP,M,2020,32322,45138070000149
3546702,Santa Gertrudes,0  ,SE,SP,M,2020,26898,45732377000173
3546801,Santa Isabel,0  ,SE,SP,M,2020,57386,56900848000121
3546900,Santa Lúcia,0  ,SE,SP,M,2020,8817,45282704000132
3507456,Borebi,0  ,SE,SP,M,2020,2653,54724802000173
3507506,Botucatu,0  ,SE,SP,M,2020,146497,46634101000115
3507605,Bragança Paulista,0  ,SE,SP,M,2020,168668,46352746000165
3507704,Braúna,0  ,SE,SP,M,2020,5686,44440832000102
3507753,Brejo Alegre,0  ,SE,SP,M,2020,2865,01614087000150
3507803,Brodowski,0  ,SE,SP,M,2020,24939,45301652000102
3507902,Brotas,0  ,SE,SP,M,2020,24403,46362927000172
3508009,Buri,0  ,SE,SP,M,2020,19878,46634382000106
3508108,Buritama,0  ,SE,SP,M,2020,17144,44435121000131
3508207,Buritizal,0  ,SE,SP,M,2020,4481,45323698000114
3508306,Cabrália Paulista,0  ,SE,SP,M,2020,4264,46137469000178
3508405,Cabreúva,0  ,SE,SP,M,2020,49707,46634432000155
3508504,Caçapava,0  ,SE,SP,M,2020,94263,45189305000121
3508603,Cachoeira Paulista,0  ,SE,SP,M,2020,33327,45192275000102
3508702,Caconde,0  ,SE,SP,M,2020,18985,45767829000152
3508801,Cafelândia,0  ,SE,SP,M,2020,17767,46186375000199
